N0.,DOI or website,Journal name,Article name,Country,Year,Province,City,Publish year,Location,Longtitude,latitude,SOC,Type of microbial fertilizers,Application（kg/hm2）,Types of microorganisms,n1,Yield1,Yield_SD1,Output_value1,Output_value_SD1,Net_profit1,Net_profit_SD1,Output_input_ratio1,Output_input_ratio_SD1,n2,Yield2,Yield_SD2,Output_value2,Output_value_SD2,Net_profit2,Net_profit_SD2,Output_input_ratio2,Output_input_ratio_SD2
110,https://doi.org/10.17221/456/2020-PSE,"Plant, Soil and Environment","Trichoderma asperellum improves soil microenvironment in 
different growth stages and yield of maize in saline-alkaline 
soil of the Songnen Plain",China,2017,Heilongjiang,Daqing,2020,"Daqing Experimental Station, Heilongjiang Bayi Agricultural University, Heilongjiang Province",125.11,46.6167,29.72716937,Microbial Fertilizer,NA,Tianmai Spore Powder,3,9907.75,182.14,NA,NA,NA,NA,NA,NA,3,11914.66,520.07,NA,NA,NA,NA,NA,NA
111,https://doi.org/10.1016/j.scienta.2021.110337,Scientia Horticulturae,"On-farm reduced irrigation and fertilizer doses, and arbuscular mycorrhizal 
fungal inoculation improve water productivity in tomato production",Spain,NA,"Matar′
o",NA,2021,Rícola Maresme Vives,2.47,41.5499,NA,Microbial Fertilizer,NA,Arbuscular Mycorrhizal Fungi (AMF),4,29200,996.5037,NA,NA,NA,NA,NA,NA,4,32600,955.9582,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2013,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.64037123,Microbial Fertilizer,NA,Bacillus sp.,3,2497,85.21472,NA,NA,NA,NA,NA,NA,3,2671,78.32406,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2013,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.64037123,Microbial Fertilizer,NA,Bacillus sp.,3,2497,85.21472,NA,NA,NA,NA,NA,NA,3,2369,69.46825,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2013,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.64037123,Microbial Fertilizer,NA,Bacillus sp.,3,2497,85.21472,NA,NA,NA,NA,NA,NA,3,2121,62.19593,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2013,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.64037123,Microbial Fertilizer,NA,Pseudomonas sp.,3,2497,85.21472,NA,NA,NA,NA,NA,NA,3,2701,79.20377,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2013,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.64037123,Microbial Fertilizer,NA,Pseudomonas sp.,3,2497,85.21472,NA,NA,NA,NA,NA,NA,3,2394,70.20135,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2013,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.64037123,Microbial Fertilizer,NA,Pseudomonas sp.,3,2497,85.21472,NA,NA,NA,NA,NA,NA,3,2139,62.72376,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2013,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.64037123,Microbial Fertilizer,NA,Bacillus sp.+Pseudomonas sp.,3,2497,85.21472,NA,NA,NA,NA,NA,NA,3,3027,88.76336,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2013,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.64037123,Microbial Fertilizer,NA,Bacillus sp.+Pseudomonas sp.,3,2497,85.21472,NA,NA,NA,NA,NA,NA,3,2830,82.98655,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2013,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.64037123,Microbial Fertilizer,NA,Bacillus sp.+Pseudomonas sp.,3,2497,85.21472,NA,NA,NA,NA,NA,NA,3,2580,75.65559,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2012,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.814385151,Microbial Fertilizer,NA,Bacillus sp.,3,2603,88.83216,NA,NA,NA,NA,NA,NA,3,2793,81.90157,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2012,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.814385151,Microbial Fertilizer,NA,Bacillus sp.,3,2603,88.83216,NA,NA,NA,NA,NA,NA,3,2471,72.45928,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2012,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.814385151,Microbial Fertilizer,NA,Bacillus sp.,3,2603,88.83216,NA,NA,NA,NA,NA,NA,3,2223,65.18696,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2012,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.814385151,Microbial Fertilizer,NA,Pseudomonas sp.,3,2603,88.83216,NA,NA,NA,NA,NA,NA,3,2825,82.83993,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2012,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.814385151,Microbial Fertilizer,NA,Pseudomonas sp.,3,2603,88.83216,NA,NA,NA,NA,NA,NA,3,2486,72.89914,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2012,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.814385151,Microbial Fertilizer,NA,Pseudomonas sp.,3,2603,88.83216,NA,NA,NA,NA,NA,NA,3,2240,65.68547,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2012,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.814385151,Microbial Fertilizer,NA,Bacillus sp.+Pseudomonas sp.,3,2603,88.83216,NA,NA,NA,NA,NA,NA,3,3190,93.54315,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2012,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.814385151,Microbial Fertilizer,NA,Bacillus sp.+Pseudomonas sp.,3,2603,88.83216,NA,NA,NA,NA,NA,NA,3,2970,87.0919,NA,NA,NA,NA,NA,NA
112,https://doi.org/10.17957/IJAB/15.0110,International Journal of Agriculture and Biology,"Evaluating Role of Plant Growth Promoting Rhizobacteria for
Improving Phosphorus use Efficiency and Productivity in Sunflower
(Helianthus annuus)",Pakistan,2012,NA,NA,2016,"the Agronomic Research Area,
University of Agriculture, Faisalabad",73,31,4.814385151,Microbial Fertilizer,NA,Bacillus sp.+Pseudomonas sp.,3,2603,88.83216,NA,NA,NA,NA,NA,NA,3,2680,78.58797,NA,NA,NA,NA,NA,NA
113,https://doi.org/10.1007/s00374-019-01412-4,Biology and Fertility of Soils,"Effects of commercial microbial biostimulants on soil and root
microbial communities and sugarcane yield",Australia,NA,NA,NA,2020,"commercial sugarcane farm
in Australia’s Wet Tropics near Ingham",146.119511,-18.6518,NA,Microbial Fertilizer,NA,NA,5,124318,11735.9,NA,NA,NA,NA,NA,NA,5,116105.5,7643.1,NA,NA,NA,NA,NA,NA
113,https://doi.org/10.1007/s00374-019-01412-4,Biology and Fertility of Soils,"Effects of commercial microbial biostimulants on soil and root
microbial communities and sugarcane yield",Australia,NA,NA,NA,2020,"commercial sugarcane farm
in Australia’s Wet Tropics near Ingham",146.119511,-18.6518,NA,Microbial Fertilizer,NA,NA,5,107684.5,13155.4,NA,NA,NA,NA,NA,NA,5,128783.9,15175.4,NA,NA,NA,NA,NA,NA
114,https://doi.org/10.3389/10.22438/jeb/43/3/MRN-1948,Journal of Environmental Biology,"Impact of bioorganic nutrients and chemical 
fertilizers on sustainable production of
French bean and soil health",India,2018-2019,NA,NA,2021,"the experimental farm of the Department of Soil Science, 
College of Horticulture and Forestry, Neri (Hamirpur), Himachal 
Pradesh, India",76.517374,31.604,4.8,Bio-Organic Fertilizer,NA,NA,3,NA,NA,9930.495,13.27191,6614.248,51.08879,1.99,0.036818,3,NA,NA,15977.41,23.71263,11558.8,143.841,2.46,0.043979
115,https://doi.org/10.5601/jelem.2019.24.2.1787,Journal of Elementology,"EFFECTS OF BORON APPLICATION 
AND TREATMENT WITH EFFECTIVE 
MICROORGANISMS ON THE GROWTH, YIELD 
AND SOME QUALITY ATTRIBUTES OF BROCCOLI",Poland,2014,NA,NA,2019,"the Experimental Station of Siedlce University of Natural Sciences and Humanities, 
located in central-eastern Poland",22.55,52.05,NA,Microbial Fertilizer,NA,"Photosynthetic Bacteria, Lactobacillus, Yeast, Actinomycetes, Fungi",3,9000,307.1416,NA,NA,NA,NA,NA,NA,3,12000,351.8864,NA,NA,NA,NA,NA,NA
115,https://doi.org/10.5601/jelem.2019.24.2.1787,Journal of Elementology,"EFFECTS OF BORON APPLICATION 
AND TREATMENT WITH EFFECTIVE 
MICROORGANISMS ON THE GROWTH, YIELD 
AND SOME QUALITY ATTRIBUTES OF BROCCOLI",Poland,2014,NA,NA,2019,"the Experimental Station of Siedlce University of Natural Sciences and Humanities, 
located in central-eastern Poland",22.55,52.05,NA,Microbial Fertilizer,NA,"Photosynthetic Bacteria, Lactobacillus, Yeast, Actinomycetes, Fungi",3,9000,307.1416,NA,NA,NA,NA,NA,NA,3,13000,381.2103,NA,NA,NA,NA,NA,NA
115,https://doi.org/10.5601/jelem.2019.24.2.1787,Journal of Elementology,"EFFECTS OF BORON APPLICATION 
AND TREATMENT WITH EFFECTIVE 
MICROORGANISMS ON THE GROWTH, YIELD 
AND SOME QUALITY ATTRIBUTES OF BROCCOLI",Poland,2014,NA,NA,2019,"the Experimental Station of Siedlce University of Natural Sciences and Humanities, 
located in central-eastern Poland",22.55,52.05,NA,Microbial Fertilizer,NA,"Photosynthetic Bacteria, Lactobacillus, Yeast, Actinomycetes, Fungi",3,9000,307.1416,NA,NA,NA,NA,NA,NA,3,11000,322.5626,NA,NA,NA,NA,NA,NA
115,https://doi.org/10.5601/jelem.2019.24.2.1787,Journal of Elementology,"EFFECTS OF BORON APPLICATION 
AND TREATMENT WITH EFFECTIVE 
MICROORGANISMS ON THE GROWTH, YIELD 
AND SOME QUALITY ATTRIBUTES OF BROCCOLI",Poland,2014,NA,NA,2019,"the Experimental Station of Siedlce University of Natural Sciences and Humanities, 
located in central-eastern Poland",22.55,52.05,NA,Microbial Fertilizer,NA,"Photosynthetic Bacteria, Lactobacillus, Yeast, Actinomycetes, Fungi",3,9000,307.1416,NA,NA,NA,NA,NA,NA,3,12000,351.8864,NA,NA,NA,NA,NA,NA
115,https://doi.org/10.5601/jelem.2019.24.2.1787,Journal of Elementology,"EFFECTS OF BORON APPLICATION 
AND TREATMENT WITH EFFECTIVE 
MICROORGANISMS ON THE GROWTH, YIELD 
AND SOME QUALITY ATTRIBUTES OF BROCCOLI",Poland,2015,NA,NA,2019,"the Experimental Station of Siedlce University of Natural Sciences and Humanities, 
located in central-eastern Poland",22.55,52.05,NA,Microbial Fertilizer,NA,"Photosynthetic Bacteria, Lactobacillus, Yeast, Actinomycetes, Fungi",3,10400,354.9191,NA,NA,NA,NA,NA,NA,3,11400,334.2921,NA,NA,NA,NA,NA,NA
115,https://doi.org/10.5601/jelem.2019.24.2.1787,Journal of Elementology,"EFFECTS OF BORON APPLICATION 
AND TREATMENT WITH EFFECTIVE 
MICROORGANISMS ON THE GROWTH, YIELD 
AND SOME QUALITY ATTRIBUTES OF BROCCOLI",Poland,2015,NA,NA,2019,"the Experimental Station of Siedlce University of Natural Sciences and Humanities, 
located in central-eastern Poland",22.55,52.05,NA,Microbial Fertilizer,NA,"Photosynthetic Bacteria, Lactobacillus, Yeast, Actinomycetes, Fungi",3,10400,354.9191,NA,NA,NA,NA,NA,NA,3,15100,442.7904,NA,NA,NA,NA,NA,NA
115,https://doi.org/10.5601/jelem.2019.24.2.1787,Journal of Elementology,"EFFECTS OF BORON APPLICATION 
AND TREATMENT WITH EFFECTIVE 
MICROORGANISMS ON THE GROWTH, YIELD 
AND SOME QUALITY ATTRIBUTES OF BROCCOLI",Poland,2015,NA,NA,2019,"the Experimental Station of Siedlce University of Natural Sciences and Humanities, 
located in central-eastern Poland",22.55,52.05,NA,Microbial Fertilizer,NA,"Photosynthetic Bacteria, Lactobacillus, Yeast, Actinomycetes, Fungi",3,10400,354.9191,NA,NA,NA,NA,NA,NA,3,12000,351.8864,NA,NA,NA,NA,NA,NA
115,https://doi.org/10.5601/jelem.2019.24.2.1787,Journal of Elementology,"EFFECTS OF BORON APPLICATION 
AND TREATMENT WITH EFFECTIVE 
MICROORGANISMS ON THE GROWTH, YIELD 
AND SOME QUALITY ATTRIBUTES OF BROCCOLI",Poland,2015,NA,NA,2019,"the Experimental Station of Siedlce University of Natural Sciences and Humanities, 
located in central-eastern Poland",22.55,52.05,NA,Microbial Fertilizer,NA,"Photosynthetic Bacteria, Lactobacillus, Yeast, Actinomycetes, Fungi",3,10400,354.9191,NA,NA,NA,NA,NA,NA,3,11100,325.495,NA,NA,NA,NA,NA,NA
116,https://doi.org/10.1016/j.indcrop.2023.117553,Industrial Crops & Products,"Biofertilizer application improved cotton growth, nitrogen use efficiency, 
and yield in saline water drip-irrigated cotton fields in Xinjiang, China",China,2021,Xinjiang,NA,2023,"31st Group Test Station, Korla, Xinjiang",86.56,40.8833,4.390951276,Microbial Fertilizer,NA,Bacillus subtilis,3,6483.79,342.41,NA,NA,NA,NA,NA,NA,3,7204.68,236.22,NA,NA,NA,NA,NA,NA
116,https://doi.org/10.1016/j.indcrop.2023.117553,Industrial Crops & Products,"Biofertilizer application improved cotton growth, nitrogen use efficiency, 
and yield in saline water drip-irrigated cotton fields in Xinjiang, China",China,2021,Xinjiang,NA,2023,"31st Group Test Station, Korla, Xinjiang",86.56,40.8833,4.390951276,Microbial Fertilizer,NA,Bacillus subtilis,3,6671.9,163.82,NA,NA,NA,NA,NA,NA,3,7455.37,217.05,NA,NA,NA,NA,NA,NA
116,https://doi.org/10.1016/j.indcrop.2023.117553,Industrial Crops & Products,"Biofertilizer application improved cotton growth, nitrogen use efficiency, 
and yield in saline water drip-irrigated cotton fields in Xinjiang, China",China,2021,Xinjiang,NA,2023,"31st Group Test Station, Korla, Xinjiang",86.56,40.8833,4.390951276,Microbial Fertilizer,NA,Bacillus subtilis,3,6001.67,106.13,NA,NA,NA,NA,NA,NA,3,6245.17,154.19,NA,NA,NA,NA,NA,NA
116,https://doi.org/10.1016/j.indcrop.2023.117553,Industrial Crops & Products,"Biofertilizer application improved cotton growth, nitrogen use efficiency, 
and yield in saline water drip-irrigated cotton fields in Xinjiang, China",China,2022,Xinjiang,NA,2023,"31st Group Test Station, Korla, Xinjiang",86.56,40.8833,4.390951276,Microbial Fertilizer,NA,Bacillus subtilis,3,6123.14,211.64,NA,NA,NA,NA,NA,NA,3,6531.99,67.34,NA,NA,NA,NA,NA,NA
116,https://doi.org/10.1016/j.indcrop.2023.117553,Industrial Crops & Products,"Biofertilizer application improved cotton growth, nitrogen use efficiency, 
and yield in saline water drip-irrigated cotton fields in Xinjiang, China",China,2022,Xinjiang,NA,2023,"31st Group Test Station, Korla, Xinjiang",86.56,40.8833,4.390951276,Microbial Fertilizer,NA,Bacillus subtilis,3,6825.4,105.82,NA,NA,NA,NA,NA,NA,3,7248.68,125.06,NA,NA,NA,NA,NA,NA
116,https://doi.org/10.1016/j.indcrop.2023.117553,Industrial Crops & Products,"Biofertilizer application improved cotton growth, nitrogen use efficiency, 
and yield in saline water drip-irrigated cotton fields in Xinjiang, China",China,2022,Xinjiang,NA,2023,"31st Group Test Station, Korla, Xinjiang",86.56,40.8833,4.390951276,Microbial Fertilizer,NA,Bacillus subtilis,3,4968.73,303.04,NA,NA,NA,NA,NA,NA,3,5324.68,139.49,NA,NA,NA,NA,NA,NA
118,https://doi.org/10.3390/agronomy13092427,Agronomy,"Effects of Microbial Organic Fertilizer (MOF) Application on
Desert Soil Enzyme Activity and Jujube Yield and Quality",China,2021,Xinjiang,Kunyu,2023,"Kunyu City, southern Xinjiang, China",79.33,37.3625,NA,Bio-Organic Fertilizer,NA,"Bacillus subtilis, Bacillus licheniformis, Bacillus amyloliquefaciens, Actinomycetes, Yeast",3,7650,40,NA,NA,NA,NA,NA,NA,3,7930,50,NA,NA,NA,NA,NA,NA
118,https://doi.org/10.3390/agronomy13092427,Agronomy,"Effects of Microbial Organic Fertilizer (MOF) Application on
Desert Soil Enzyme Activity and Jujube Yield and Quality",China,2021,Xinjiang,Kunyu,2023,"Kunyu City, southern Xinjiang, China",79.33,37.3625,NA,Bio-Organic Fertilizer,NA,"Bacillus subtilis, Bacillus licheniformis, Bacillus amyloliquefaciens, Actinomycetes, Yeast",3,7650,40,NA,NA,NA,NA,NA,NA,3,8360,80,NA,NA,NA,NA,NA,NA
118,https://doi.org/10.3390/agronomy13092427,Agronomy,"Effects of Microbial Organic Fertilizer (MOF) Application on
Desert Soil Enzyme Activity and Jujube Yield and Quality",China,2021,Xinjiang,Kunyu,2023,"Kunyu City, southern Xinjiang, China",79.33,37.3625,NA,Bio-Organic Fertilizer,NA,"Bacillus subtilis, Bacillus licheniformis, Bacillus amyloliquefaciens, Actinomycetes, Yeast",3,7650,40,NA,NA,NA,NA,NA,NA,3,8760,120,NA,NA,NA,NA,NA,NA
118,https://doi.org/10.3390/agronomy13092427,Agronomy,"Effects of Microbial Organic Fertilizer (MOF) Application on
Desert Soil Enzyme Activity and Jujube Yield and Quality",China,2021,Xinjiang,Kunyu,2023,"Kunyu City, southern Xinjiang, China",79.33,37.3625,NA,Bio-Organic Fertilizer,NA,"Bacillus subtilis, Bacillus licheniformis, Bacillus amyloliquefaciens, Actinomycetes, Yeast",3,7650,40,NA,NA,NA,NA,NA,NA,3,9120,90,NA,NA,NA,NA,NA,NA
118,https://doi.org/10.3390/agronomy13092427,Agronomy,"Effects of Microbial Organic Fertilizer (MOF) Application on
Desert Soil Enzyme Activity and Jujube Yield and Quality",China,2022,Xinjiang,Kunyu,2023,"Kunyu City, southern Xinjiang, China",79.33,37.3625,NA,Bio-Organic Fertilizer,NA,"Bacillus subtilis, Bacillus licheniformis, Bacillus amyloliquefaciens, Actinomycetes, Yeast",3,8700,60,NA,NA,NA,NA,NA,NA,3,9350,120,NA,NA,NA,NA,NA,NA
118,https://doi.org/10.3390/agronomy13092427,Agronomy,"Effects of Microbial Organic Fertilizer (MOF) Application on
Desert Soil Enzyme Activity and Jujube Yield and Quality",China,2022,Xinjiang,Kunyu,2023,"Kunyu City, southern Xinjiang, China",79.33,37.3625,NA,Bio-Organic Fertilizer,NA,"Bacillus subtilis, Bacillus licheniformis, Bacillus amyloliquefaciens, Actinomycetes, Yeast",3,8700,60,NA,NA,NA,NA,NA,NA,3,9760,120,NA,NA,NA,NA,NA,NA
118,https://doi.org/10.3390/agronomy13092427,Agronomy,"Effects of Microbial Organic Fertilizer (MOF) Application on
Desert Soil Enzyme Activity and Jujube Yield and Quality",China,2022,Xinjiang,Kunyu,2023,"Kunyu City, southern Xinjiang, China",79.33,37.3625,NA,Bio-Organic Fertilizer,NA,"Bacillus subtilis, Bacillus licheniformis, Bacillus amyloliquefaciens, Actinomycetes, Yeast",3,8700,60,NA,NA,NA,NA,NA,NA,3,10560,80,NA,NA,NA,NA,NA,NA
118,https://doi.org/10.3390/agronomy13092427,Agronomy,"Effects of Microbial Organic Fertilizer (MOF) Application on
Desert Soil Enzyme Activity and Jujube Yield and Quality",China,2022,Xinjiang,Kunyu,2023,"Kunyu City, southern Xinjiang, China",79.33,37.3625,NA,Bio-Organic Fertilizer,NA,"Bacillus subtilis, Bacillus licheniformis, Bacillus amyloliquefaciens, Actinomycetes, Yeast",3,8700,60,NA,NA,NA,NA,NA,NA,3,9680,110,NA,NA,NA,NA,NA,NA
119,https://doi.org/10.1155/2023/6899532,International Journal of Agronomy,"Effect of the Application of Gluconacetobacter diazotrophicus
and Its Interaction with Nitrogen and Phosphorus Fertilization on
Carrot Yield in the Field",Colombia,NA,NA,NA,2023,the Tesorito Farm of the Universidad de Caldas,-75.49,5.04,54.98839907,Microbial Inoculant,NA,Diazotrophic bacteria GIBI029,3,27269.9,930.6355,NA,NA,NA,NA,NA,NA,3,17830.3,522.8534,NA,NA,NA,NA,NA,NA
119,https://doi.org/10.1155/2023/6899532,International Journal of Agronomy,"Effect of the Application of Gluconacetobacter diazotrophicus
and Its Interaction with Nitrogen and Phosphorus Fertilization on
Carrot Yield in the Field",Colombia,NA,NA,NA,2023,the Tesorito Farm of the Universidad de Caldas,-75.49,5.04,54.98839907,Microbial Inoculant,NA,Diazotrophic bacteria GIBI030,3,27269.9,930.6355,NA,NA,NA,NA,NA,NA,3,17131.1,502.3502,NA,NA,NA,NA,NA,NA
119,https://doi.org/10.1155/2023/6899532,International Journal of Agronomy,"Effect of the Application of Gluconacetobacter diazotrophicus
and Its Interaction with Nitrogen and Phosphorus Fertilization on
Carrot Yield in the Field",Colombia,NA,NA,NA,2023,the Tesorito Farm of the Universidad de Caldas,-75.49,5.04,54.98839907,Microbial Inoculant,NA,Diazotrophic bacteria GIBI031,3,27269.9,930.6355,NA,NA,NA,NA,NA,NA,3,19269.9,565.0681,NA,NA,NA,NA,NA,NA
119,https://doi.org/10.1155/2023/6899532,International Journal of Agronomy,"Effect of the Application of Gluconacetobacter diazotrophicus
and Its Interaction with Nitrogen and Phosphorus Fertilization on
Carrot Yield in the Field",Colombia,NA,NA,NA,2023,the Tesorito Farm of the Universidad de Caldas,-75.49,5.04,54.98839907,Microbial Inoculant,NA,Diazotrophic bacteria GIBI032,3,27269.9,930.6355,NA,NA,NA,NA,NA,NA,3,20627.2,604.8693,NA,NA,NA,NA,NA,NA
119,https://doi.org/10.1155/2023/6899532,International Journal of Agronomy,"Effect of the Application of Gluconacetobacter diazotrophicus
and Its Interaction with Nitrogen and Phosphorus Fertilization on
Carrot Yield in the Field",Colombia,NA,NA,NA,2023,the Tesorito Farm of the Universidad de Caldas,-75.49,5.04,54.98839907,Microbial Inoculant,NA,Diazotrophic bacteria GIBI033,3,27269.9,930.6355,NA,NA,NA,NA,NA,NA,3,27866.3,817.1478,NA,NA,NA,NA,NA,NA
119,https://doi.org/10.1155/2023/6899532,International Journal of Agronomy,"Effect of the Application of Gluconacetobacter diazotrophicus
and Its Interaction with Nitrogen and Phosphorus Fertilization on
Carrot Yield in the Field",Colombia,NA,NA,NA,2023,the Tesorito Farm of the Universidad de Caldas,-75.49,5.04,54.98839907,Microbial Inoculant,NA,Diazotrophic bacteria GIBI034,3,27269.9,930.6355,NA,NA,NA,NA,NA,NA,3,22601.5,662.7635,NA,NA,NA,NA,NA,NA
119,https://doi.org/10.1155/2023/6899532,International Journal of Agronomy,"Effect of the Application of Gluconacetobacter diazotrophicus
and Its Interaction with Nitrogen and Phosphorus Fertilization on
Carrot Yield in the Field",Colombia,NA,NA,NA,2023,the Tesorito Farm of the Universidad de Caldas,-75.49,5.04,54.98839907,Microbial Inoculant,NA,Diazotrophic bacteria GIBI035,3,27269.9,930.6355,NA,NA,NA,NA,NA,NA,3,20215.9,592.8084,NA,NA,NA,NA,NA,NA
119,https://doi.org/10.1155/2023/6899532,International Journal of Agronomy,"Effect of the Application of Gluconacetobacter diazotrophicus
and Its Interaction with Nitrogen and Phosphorus Fertilization on
Carrot Yield in the Field",Colombia,NA,NA,NA,2023,the Tesorito Farm of the Universidad de Caldas,-75.49,5.04,54.98839907,Microbial Inoculant,NA,Diazotrophic bacteria GIBI036,3,27269.9,930.6355,NA,NA,NA,NA,NA,NA,3,30601.5,897.3544,NA,NA,NA,NA,NA,NA
119,https://doi.org/10.1155/2023/6899532,International Journal of Agronomy,"Effect of the Application of Gluconacetobacter diazotrophicus
and Its Interaction with Nitrogen and Phosphorus Fertilization on
Carrot Yield in the Field",Colombia,NA,NA,NA,2023,the Tesorito Farm of the Universidad de Caldas,-75.49,5.04,54.98839907,Microbial Inoculant,NA,Diazotrophic bacteria ATCC 49037,3,27269.9,930.6355,NA,NA,NA,NA,NA,NA,3,22025.7,645.8788,NA,NA,NA,NA,NA,NA
