N0.,DOI or website,Journal name,Article name,Country,Year,Province,City,Publish year,Location,Longtitude,latitude,SOC,Type of microbial fertilizers,Application（kg/hm2）,Types of microorganisms,n1,Yield1,Yield_SD1,Output_value1,Output_value_SD1,Net_profit1,Net_profit_SD1,Output_input_ratio1,Output_input_ratio_SD1,n2,Yield2,Yield_SD2,Output_value2,Output_value_SD2,Net_profit2,Net_profit_SD2,Output_input_ratio2,Output_input_ratio_SD2
22,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrSmHAo9GAc-o-9Eq5EJDKuShjmD6hIJrb2gst98W8vMlc8Gsv0e8waw2B5A5n-TTZbLvZ1j0Z2aD38v0cSXWdMXiF6-iGADvTxIrzBSeE3u2njWbbdmlhHm-3PZ9G7n_A0xwNvSurJ7PV-ge1XVeEhLkbP_tAtV5DgC7nu_cUqwA==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,Effects of Different Soil Amendment Compound Microbial Inoculants on Tobacco Yield and Quality,China,2017,Shandong,Weifang,2017,"Langbu Tobacco Farm, Jiayue Town, Zhucheng City, Weifang",119.41,36.007,8.799303944,Trichoderma Compound Inoculant,NA,Trichoderma sp.,3,2428.5,33.5885274,48777.45,98.89255789,NA,NA,NA,NA,3,2437.8,53.90694464,50477.4,85.70880421,NA,NA,NA,NA
22,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrSmHAo9GAc-o-9Eq5EJDKuShjmD6hIJrb2gst98W8vMlc8Gsv0e8waw2B5A5n-TTZbLvZ1j0Z2aD38v0cSXWdMXiF6-iGADvTxIrzBSeE3u2njWbbdmlhHm-3PZ9G7n_A0xwNvSurJ7PV-ge1XVeEhLkbP_tAtV5DgC7nu_cUqwA==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,Effects of Different Soil Amendment Compound Microbial Inoculants on Tobacco Yield and Quality,China,2017,Shandong,Weifang,2017,"Langbu Tobacco Farm, Jiayue Town, Zhucheng City, Weifang",119.41,36.007,8.799303944,Trichoderma Microbial Fertilizer,NA,Trichoderma sp.,3,2428.5,33.5885274,48777.45,98.89255789,NA,NA,NA,NA,3,2492.4,55.1143116,49291.5,83.6951888,NA,NA,NA,NA
22,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrSmHAo9GAc-o-9Eq5EJDKuShjmD6hIJrb2gst98W8vMlc8Gsv0e8waw2B5A5n-TTZbLvZ1j0Z2aD38v0cSXWdMXiF6-iGADvTxIrzBSeE3u2njWbbdmlhHm-3PZ9G7n_A0xwNvSurJ7PV-ge1XVeEhLkbP_tAtV5DgC7nu_cUqwA==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,Effects of Different Soil Amendment Compound Microbial Inoculants on Tobacco Yield and Quality,China,2017,Shandong,Weifang,2017,"Langbu Tobacco Farm, Jiayue Town, Zhucheng City, Weifang",119.41,36.007,8.799303944,Spore Compound Inoculant,NA,Bacillus sp.,3,2428.5,33.5885274,48777.45,98.89255789,NA,NA,NA,NA,3,2378.1,52.58680164,51161.25,86.86995684,NA,NA,NA,NA
22,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrSmHAo9GAc-o-9Eq5EJDKuShjmD6hIJrb2gst98W8vMlc8Gsv0e8waw2B5A5n-TTZbLvZ1j0Z2aD38v0cSXWdMXiF6-iGADvTxIrzBSeE3u2njWbbdmlhHm-3PZ9G7n_A0xwNvSurJ7PV-ge1XVeEhLkbP_tAtV5DgC7nu_cUqwA==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,Effects of Different Soil Amendment Compound Microbial Inoculants on Tobacco Yield and Quality,China,2017,Shandong,Weifang,2017,"Langbu Tobacco Farm, Jiayue Town, Zhucheng City, Weifang",119.41,36.007,8.799303944,Spore Microbial Fertilizer,NA,Bacillus sp.,3,2428.5,33.5885274,48777.45,98.89255789,NA,NA,NA,NA,3,2328,51.47894295,49084.35,83.34345557,NA,NA,NA,NA
22,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrSmHAo9GAc-o-9Eq5EJDKuShjmD6hIJrb2gst98W8vMlc8Gsv0e8waw2B5A5n-TTZbLvZ1j0Z2aD38v0cSXWdMXiF6-iGADvTxIrzBSeE3u2njWbbdmlhHm-3PZ9G7n_A0xwNvSurJ7PV-ge1XVeEhLkbP_tAtV5DgC7nu_cUqwA==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,Effects of Different Soil Amendment Compound Microbial Inoculants on Tobacco Yield and Quality,China,2017,Shandong,Weifang,2017,"Langbu Tobacco Farm, Jiayue Town, Zhucheng City, Weifang",119.41,36.007,8.799303944,Spore Microbial Inoculant,NA,Bacillus sp.,3,2428.5,33.5885274,48777.45,98.89255789,NA,NA,NA,NA,3,2251.8,49.79393631,44625,75.77164014,NA,NA,NA,NA
23,https://doi.org/10.3969/j.issn.1002-2481.2020.03.33,Journal of Shanxi Agricultural Sciences,Effects of different microbial fertilizer application on Growth and quality of flue-cured tobacco,China,2019,Guizhou,Zunyi,2020,"Houtan Village, Liangcun Town, Xishui County, Zunyi City, Guizhou Province",106.418,28.357,NA,Soil fertilizer Ugmax,900mL/hm2,NA,3,2049.75,28.3500449,46303.9,93.87762401,NA,NA,NA,NA,3,2087.1,46.15193377,50027.44,84.94478837,NA,NA,NA,NA
23,https://doi.org/10.3969/j.issn.1002-2481.2020.03.33,Journal of Shanxi Agricultural Sciences,Effects of different microbial fertilizer application on Growth and quality of flue-cured tobacco,China,2019,Guizhou,Zunyi,2020,"Houtan Village, Liangcun Town, Xishui County, Zunyi City, Guizhou Province",106.418,28.357,NA,Microbial Soil Conditioner,900g/hm2,NA,3,2049.75,28.3500449,46303.9,93.87762401,NA,NA,NA,NA,3,2081.93,46.03760983,47301.29,80.31588401,NA,NA,NA,NA
24,https://doi.org/10.11924/j.issn.1000-6850.casb17080119,Chinese Agricultural Science Bulletin,Effects of microbial fertilizers on growth and quality of flue-cured tobacco,China,2016,Yunnan,Baoshan,2018,"Wenquan Village, Wenquan Township, Changning County, Baoshan City, Yunnan Province",99.704827,26.6893,NA,Bio-Organic Fertilizer,900g/hm2,NA,3,1914,26.47248978,49381.2,100.1166149,NA,NA,NA,NA,3,1963.5,43.4187734,51051,86.68275632,NA,NA,NA,NA
24,https://doi.org/10.11924/j.issn.1000-6850.casb17080119,Chinese Agricultural Science Bulletin,Effects of microbial fertilizers on growth and quality of flue-cured tobacco,China,2016,Yunnan,Baoshan,2018,"Wenquan Village, Wenquan Township, Changning County, Baoshan City, Yunnan Province",99.704827,26.6893,NA,Microbial Inoculant,30kg/hm2,NA,3,1914,26.47248978,49381.2,100.1166149,NA,NA,NA,NA,3,2029.5,44.87822797,54187.65,92.00867487,NA,NA,NA,NA
25,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACoZiOXO6tWErlVui9NmJTHYcT4GZu44DUJ0rLxa5D5VSGfG3D9k8UYqE107IneGs0D4t3tJaHvgZLQuBcG7dRgqL83UvkuWzNmEOWmA4gtAujzUaYqfDka0yi2ImhVoucFwgcnQGyCdE52GvkOoDac2jp_B4MhD6Bk92R2m0Nq5Ig==&uniplatform=NZKPT&language=CHS,Agricultural Technology Service,Effects of Cuijingyuan Microbial Liquid Fertilizer on Grape Traits and Yield,China,NA,Jiangsu,Nanjing,2013,"Pesticide-free Grape Production Base, Jiangxinzhou, Jianye District, Nanjing City",118.67,32.014,13.45707657,Microbial Liquid Fertilizer,110mL/亩,Lactobacillus buchneri,3,25297.5,349.8891381,333165,675.4666152,330310.65,5258.384477,NA,NA,3,25372.5,561.0607731,355215,603.1422555,352173.975,6509.313352,NA,NA
25,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACoZiOXO6tWErlVui9NmJTHYcT4GZu44DUJ0rLxa5D5VSGfG3D9k8UYqE107IneGs0D4t3tJaHvgZLQuBcG7dRgqL83UvkuWzNmEOWmA4gtAujzUaYqfDka0yi2ImhVoucFwgcnQGyCdE52GvkOoDac2jp_B4MhD6Bk92R2m0Nq5Ig==&uniplatform=NZKPT&language=CHS,Agricultural Technology Service,Effects of Cuijingyuan Microbial Liquid Fertilizer on Grape Traits and Yield,China,NA,Jiangsu,Nanjing,2013,"Pesticide-free Grape Production Base, Jiangxinzhou, Jianye District, Nanjing City",118.67,32.014,13.45707657,Microbial Liquid Fertilizer,110mL/亩,Lactobacillus buchneri,3,25297.5,349.8891381,333165,675.4666152,330310.65,5258.384477,NA,NA,3,25320,559.8998434,354480,601.894252,351347.115,6494.030306,NA,NA
26,https://doi.org/10.19451/j.cnki.issn1671-9212.2014.06.005,Humic Acid,Application of Complex Microbial Fertilizer with Humic Acid for Vegetables,China,2013,Beijing,Beijing,2014,"Beijing Agriculture Science Park, Changping District, Beijing",116.23,40.097,16.99535963,Humic Acid Compound Microbial Fertilizer,NA,NA,3,79725,1102.674633,119542.5,242.363297,106042.5,1688.14489,8.85,0.008930723,3,86595,1914.870732,129892.5,220.5527791,116242.5,2148.537118,8.52,0.01708465
26,https://doi.org/10.19451/j.cnki.issn1671-9212.2014.06.005,Humic Acid,Application of Complex Microbial Fertilizer with Humic Acid for Vegetables,China,2013,Beijing,Beijing,2014,"Beijing Agriculture Science Park, Changping District, Beijing",116.23,40.097,16.99535963,Humic Acid Compound Microbial Fertilizer,NA,NA,3,24930,344.8062541,49860,101.0873454,36360,578.8334696,3.69,0.003723657,3,27690,612.3075301,55380,94.03324215,41730,771.3052793,4.06,0.008141277
27,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACoXhorbZiVfgDOzQ2qCEznu710YhLuMmVoXReXlp8QeGcaKP5X6KRvgW07-pTH_pcDpvD29lUnWocoP7MULB36_LbDEpa_9g5GtB68mv9vNqMCz6Jk0zu5XO-4vVIQ4BRWTkY2HAKTH6Qsud0DpkXxES7wI2R5HlVCchPmtD5l5UA==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,Study on the Application Effect of Compound Microbial Fertilizer on Tomato,China,2015,Xinjiang,kashi,2016,"Village 2, Bagqi Township, Shule County, Kashgar Prefecture",76.16,39.387,6.670533643,Compound Microbial Fertilizer,900,NA,3,117555.6,1625.908788,54075.6,109.6341527,50940.6,810.9495116,NA,NA,3,124305.6,2748.763269,57180.6,97.09059599,51645.6,954.5776165,NA,NA
28,https://doi.org/10.16178/j.issn.0528-9017.20161105,Journal of Zhejiang Agricultural Sciences,Effects of Application Rate of Compound Microbial Inoculant on Flue-Cured Tobacco Yield and Quality,China,NA,Fujian,Nanping,2016,"Dabu Village, Hedong Township, Songxi County, Fujian Province",118.77,27.569,12.55800464,Microbial Inoculant,15,"Bacillus megaterium, Bacillus mucilaginosus",3,2220,30.70476872,70641,143.2192372,NA,NA,NA,NA,3,2190,48.42735612,69993,118.845589,NA,NA,NA,NA
28,https://doi.org/10.16178/j.issn.0528-9017.20161105,Journal of Zhejiang Agricultural Sciences,Effects of Application Rate of Compound Microbial Inoculant on Flue-Cured Tobacco Yield and Quality,China,NA,Fujian,Nanping,2016,"Dabu Village, Hedong Township, Songxi County, Fujian Province",118.77,27.569,12.55800464,Microbial Inoculant,30,"Bacillus megaterium, Bacillus mucilaginosus",3,2220,30.70476872,70641,143.2192372,NA,NA,NA,NA,3,2175,48.0956619,69774,118.4737349,NA,NA,NA,NA
28,https://doi.org/10.16178/j.issn.0528-9017.20161105,Journal of Zhejiang Agricultural Sciences,Effects of Application Rate of Compound Microbial Inoculant on Flue-Cured Tobacco Yield and Quality,China,NA,Fujian,Nanping,2016,"Dabu Village, Hedong Township, Songxi County, Fujian Province",118.77,27.569,12.55800464,Microbial Inoculant,45,"Bacillus megaterium, Bacillus mucilaginosus",3,2220,30.70476872,70641,143.2192372,NA,NA,NA,NA,3,2235,49.42243878,72548,123.1838868,NA,NA,NA,NA
29,https://doi.org/10.3969/j.issn.1004-390X(n).2011.z2.011,Journal of Yunnan Agricultural University(Natural Science),Effects of different microbial fertilizer application on Growth and quality of flue-cured tobacco,China,2010,Yunnan,Lijiang,2011,"Dongying Er Village, Shunzhou Township, Yongsheng County, Lijiang City, Yunnan Province",100.56,26.62,31.3225058,Microbial Soil Conditioner,NA,NA,3,2607.9,36.06980465,35430.9,71.83344618,NA,NA,NA,NA,3,2756.1,60.94549598,38377.05,65.16284644,NA,NA,NA,NA
29,https://doi.org/10.3969/j.issn.1004-390X(n).2011.z2.011,Journal of Yunnan Agricultural University(Natural Science),Effects of different microbial fertilizer application on Growth and quality of flue-cured tobacco,China,2010,Yunnan,Lijiang,2011,"Dongying Er Village, Shunzhou Township, Yongsheng County, Lijiang City, Yunnan Province",100.56,26.62,31.3225058,Microbial Soil Conditioner,NA,NA,3,2607.9,36.06980465,35430.9,71.83344618,NA,NA,NA,NA,3,2723.4,60.22240259,37799.1,64.18150819,NA,NA,NA,NA
29,https://doi.org/10.3969/j.issn.1004-390X(n).2011.z2.011,Journal of Yunnan Agricultural University(Natural Science),Effects of different microbial fertilizer application on Growth and quality of flue-cured tobacco,China,2010,Yunnan,Lijiang,2011,"Dongying Er Village, Shunzhou Township, Yongsheng County, Lijiang City, Yunnan Province",100.56,26.62,31.3225058,Microbial Soil Conditioner,NA,NA,3,2607.9,36.06980465,35430.9,71.83344618,NA,NA,NA,NA,3,2904.3,64.22263488,41356.95,70.22260914,NA,NA,NA,NA
29,https://doi.org/10.3969/j.issn.1004-390X(n).2011.z2.011,Journal of Yunnan Agricultural University(Natural Science),Effects of different microbial fertilizer application on Growth and quality of flue-cured tobacco,China,2010,Yunnan,Lijiang,2011,"Dongying Er Village, Shunzhou Township, Yongsheng County, Lijiang City, Yunnan Province",100.56,26.62,31.3225058,Microbial Soil Conditioner,NA,NA,3,2607.9,36.06980465,35430.9,71.83344618,NA,NA,NA,NA,3,2848.2,62.9820985,40061.55,68.02306667,NA,NA,NA,NA
30,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqDtTMJL-BXueJFFGL15nL1573exeeidtoxWKasxrcHaCCzMepn6V2RTqO_VAsrUTu3QMbBcPOOm0U_gT-mRvtC3R6aJ9EHEnVd44YOMYl6BbjrV1obR6Rl7waexKWAnPHy7v2kVkovOFmW06cfBN0zOzI4-anKTVvWEA9n0SYZwg==&uniplatform=NZKPT&language=CHS,Agricultural Technology Service,Effects of Applying Jinnong Huimin Compound Microbial Fertilizer on Tomato Yield and Economic Benefits,China,NA,Anhui,Anqing,2014,"Shihe Village, Wenchang Street, Tongcheng City",113.819,31.043,11.04408353,Compound Microbial Fertilizer,900,NA,3,40560,560.984423,283920,575.6261353,281769.75,4485.637019,132.0404604,0.133244832,3,44205,977.5028664,309435,525.4094671,306070.35,5657.169346,91.96647497,0.184414911
31,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrRYkr_e_T3kfOj_UQmSF543b2WlMcS593f9rtqdsIgRJ541nw_VyQzyTQSig9MnyBajjhaXQ2WItCjPia_rQr1l_88KTqEuRR-9yl1T7mYHhimcg7XVSn08vNwIaU1eOq4_vhmu52BZKIcgQsnpYp0BV512Fa1UCTsXLv2UCx5Gw==&uniplatform=NZKPT&language=CHS,Rural Science & Technology,Fertilizer Efficiency Trial of Tianmimi Compound Microbial Fertilizer on Tomato,China,2011,Xinjiang,Urumqi,2012,"Vegetable Station, 12th Agricultural Division, Urumqi City",87.44,43.9519,8.874709977,Compound Microbial Fertilizer,750,NA,3,95190,1316.570691,76152,154.3923692,73812,1175.051047,32.54358974,0.032840427,3,119340,2638.959214,95472,162.1080118,91407,1689.496805,23.48634686,0.047095777
31,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrRYkr_e_T3kfOj_UQmSF543b2WlMcS593f9rtqdsIgRJ541nw_VyQzyTQSig9MnyBajjhaXQ2WItCjPia_rQr1l_88KTqEuRR-9yl1T7mYHhimcg7XVSn08vNwIaU1eOq4_vhmu52BZKIcgQsnpYp0BV512Fa1UCTsXLv2UCx5Gw==&uniplatform=NZKPT&language=CHS,Rural Science & Technology,Fertilizer Efficiency Trial of Tianmimi Compound Microbial Fertilizer on Tomato,China,2011,Xinjiang,Urumqi,2012,"Vegetable Station, 12th Agricultural Division, Urumqi City",87.44,43.9519,8.874709977,Compound Microbial Fertilizer,750,NA,3,95190,1316.570691,76152,154.3923692,73812,1175.051047,32.54358974,0.032840427,3,111285,2460.839418,89028,151.1663323,86617,1600.962123,36.92575695,0.074045028
32,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqfSk--8SPEJLrkw5vmhcSU254ckEss0g9MAtuKbcayrcmnziF2aa2WZr04p0f-rIBwBRLDWD7T7jSdKZVIT2tvs6xHS5T5z9Axr29mVuvcmqs3jNusHXXFWUxdFNk2GJCIvGYAgM9_PEVb97ifKK0plw8hk7R_mKkd-SmlpV5gTw==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,"Effects of Tianzhongwang Compound Microbial Fertilizer on Chinese Cabbage Yield, Quality, and Soil Properties",China,2020,Hebei,Zhangjiakou,2022,"Chenyanggou Village, Zhangbei County, Zhangjiakou City, Hebei Province",114.7,41.168,15.42923434,Compound Microbial Fertilizer,0.25L/亩,"Lactobacillus delbrueckii, Streptococcus lactis, Rhodopseudomonas palustris",3,87967.05,1216.670236,87967.05,178.3464815,87967.05,1400.39254,NA,NA,3,102222.45,2260.439721,102222.45,173.5700324,97872.45,1808.999218,NA,NA
32,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqfSk--8SPEJLrkw5vmhcSU254ckEss0g9MAtuKbcayrcmnziF2aa2WZr04p0f-rIBwBRLDWD7T7jSdKZVIT2tvs6xHS5T5z9Axr29mVuvcmqs3jNusHXXFWUxdFNk2GJCIvGYAgM9_PEVb97ifKK0plw8hk7R_mKkd-SmlpV5gTw==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,"Effects of Tianzhongwang Compound Microbial Fertilizer on Chinese Cabbage Yield, Quality, and Soil Properties",China,2020,Hebei,Zhangjiakou,2022,"Chenyanggou Village, Zhangbei County, Zhangjiakou City, Hebei Province",114.7,41.168,15.42923434,Water-Soluble Fertilizer,0.1L/亩,NA,3,87967.05,1216.670236,87967.05,178.3464815,87967.05,1400.39254,NA,NA,3,97051.05,2146.084822,97051.05,164.7891818,94645.05,1749.346435,NA,NA
33,https://doi.org/10.13989/j.cnki.0517-6611.2015.33.064,Journal of Anhui Agricultural Sciences,"Effects of Micro-fertilizer on growth,yield and quality of tobacco leaves",China,2014,Guangdong,Nanxiong,2015,"Nankong Science and Technology Demonstration Park, Hukou Base Unit, Nanxiong City, Guangdong Province, Shenzhen Tobacco Industrial Co., Ltd.",114.33,22.6801,14.20533643,Compound Microbial Fertilizer,600,NA,3,2195.55,352.2,41394,10080,NA,NA,NA,NA,3,2166.9,334.35,48337.8,8950.2,NA,NA,NA,NA
33,https://doi.org/10.13989/j.cnki.0517-6611.2015.33.064,Journal of Anhui Agricultural Sciences,"Effects of Micro-fertilizer on growth,yield and quality of tobacco leaves",China,2014,Guangdong,Nanxiong,2015,"Nankong Science and Technology Demonstration Park, Hukou Base Unit, Nanxiong City, Guangdong Province, Shenzhen Tobacco Industrial Co., Ltd.",114.33,22.6801,14.20533643,Compound Microbial Fertilizer,1200,NA,3,2195.55,352.2,41394,10080,NA,NA,NA,NA,3,2232.75,350.85,49243.35,9153.6,NA,NA,NA,NA
33,https://doi.org/10.13989/j.cnki.0517-6611.2015.33.064,Journal of Anhui Agricultural Sciences,"Effects of Micro-fertilizer on growth,yield and quality of tobacco leaves",China,2014,Guangdong,Nanxiong,2015,"Nankong Science and Technology Demonstration Park, Hukou Base Unit, Nanxiong City, Guangdong Province, Shenzhen Tobacco Industrial Co., Ltd.",114.33,22.6801,14.20533643,Compound Microbial Fertilizer,1800,NA,3,2195.55,352.2,41394,10080,NA,NA,NA,NA,3,2272.95,326.4,46978.95,11116.2,NA,NA,NA,NA
34,https://doi.org/10.3969/j.issn.1001-5280.2015.02.11,Crop Research,"Effect of microbial fertilizers on growth,yield and quality of Flu-cured tobacco",China,NA,Fujian,Songxi,2015,"Dabu Village, Hedong Township, Songxi County, Fujian Province",118.77,27.569,11.31090487,Compound Microbial Inoculant,30,Bacillus megaterium and Bacillus mucilaginosus,3,2015,27.86941845,49648,100.6575316,NA,NA,NA,NA,3,2215.1,48.98239112,55635.1,94.46639275,NA,NA,NA,NA
35,https://doi.org/10.16530/j.cnki.cn21-1574/s.2022.10.010,Horticulture & Seed,"Effect of organic,microbial compound fertilizer om yield and quality of continuous cropping cherry tomato",China,NA,Zhejiang,Hangzhou,2022,"Weiken Farm near Hongshiwuxian Road, Xiaoshan District, Hangzhou City, Zhejiang Province",120.32,30.12,NA,Futesen Compound Microbial Fertilizer,NA,NA,3,18259.5,252.5467227,292152,592.3158872,292152,4650.917376,NA,NA,3,19549.5,432.2970769,293242.5,497.9151862,292942.5,5414.524246,NA,NA
36,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrOzQyoFabBMf0d6NQIn1Bvd5ElOJ7uDc8sk3jZcGf-I3Sd-f4DmprV2OnUghhnhO1Sz7WL-9LOeD9sjqlKFg_sXRUsrubFFfHEhlDQ_XZhtvzeZdoofqjWF0sEAUzjHMOKQBFkaFzJEa_2Tbudm383hunUDr8htynaptSFfpdEzL_UBWOIc9Jk&uniplatform=NZKPT&language=CHS,Shanxi Normal University (Master Thesis),Effects of adding microbial agents on yield and quality of tobacco,China,2018,Shanxi,Linfen,2020,"Tobacco Planting Base, Beiziyuan, Linfen City, Shanxi Province",110.8525,36.192,10.03480278,Microbial Inoculant,16.5,Bacillus mucilaginosus,3,3275.1,45.29783244,56916.13,115.3931106,55592.38,885.0035808,NA,NA,3,3275.1,72.422116,48086.85,81.64973655,46553.1,860.4517565,NA,NA
36,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrOzQyoFabBMf0d6NQIn1Bvd5ElOJ7uDc8sk3jZcGf-I3Sd-f4DmprV2OnUghhnhO1Sz7WL-9LOeD9sjqlKFg_sXRUsrubFFfHEhlDQ_XZhtvzeZdoofqjWF0sEAUzjHMOKQBFkaFzJEa_2Tbudm383hunUDr8htynaptSFfpdEzL_UBWOIc9Jk&uniplatform=NZKPT&language=CHS,Shanxi Normal University (Master Thesis),Effects of adding microbial agents on yield and quality of tobacco,China,2018,Shanxi,Linfen,2020,"Tobacco Planting Base, Beiziyuan, Linfen City, Shanxi Province",110.8525,36.192,10.03480278,Microbial Inoculant,33,Bacillus mucilaginosus,3,3275.1,45.29783244,56916.13,115.3931106,55592.38,885.0035808,NA,NA,3,2977.35,65.83798573,51660.45,87.71758044,49916.7,922.6219563,NA,NA
36,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrOzQyoFabBMf0d6NQIn1Bvd5ElOJ7uDc8sk3jZcGf-I3Sd-f4DmprV2OnUghhnhO1Sz7WL-9LOeD9sjqlKFg_sXRUsrubFFfHEhlDQ_XZhtvzeZdoofqjWF0sEAUzjHMOKQBFkaFzJEa_2Tbudm383hunUDr8htynaptSFfpdEzL_UBWOIc9Jk&uniplatform=NZKPT&language=CHS,Shanxi Normal University (Master Thesis),Effects of adding microbial agents on yield and quality of tobacco,China,2018,Shanxi,Linfen,2020,"Tobacco Planting Base, Beiziyuan, Linfen City, Shanxi Province",110.8525,36.192,10.03480278,Microbial Inoculant,49.5,Bacillus mucilaginosus,3,3275.1,45.29783244,56916.13,115.3931106,55592.38,885.0035808,NA,NA,3,3402.75,75.24483381,67714.8,114.9772876,65761.05,1215.476756,NA,NA
36,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrOzQyoFabBMf0d6NQIn1Bvd5ElOJ7uDc8sk3jZcGf-I3Sd-f4DmprV2OnUghhnhO1Sz7WL-9LOeD9sjqlKFg_sXRUsrubFFfHEhlDQ_XZhtvzeZdoofqjWF0sEAUzjHMOKQBFkaFzJEa_2Tbudm383hunUDr8htynaptSFfpdEzL_UBWOIc9Jk&uniplatform=NZKPT&language=CHS,Shanxi Normal University (Master Thesis),Effects of adding microbial agents on yield and quality of tobacco,China,2018,Shanxi,Linfen,2020,"Tobacco Planting Base, Beiziyuan, Linfen City, Shanxi Province",110.8525,36.192,10.03480278,Microbial Inoculant,66,Bacillus mucilaginosus,3,3275.1,45.29783244,56916.13,115.3931106,55592.38,885.0035808,NA,NA,3,3126.3,69.13170933,46167.45,78.3906646,44003.7,813.3306044,NA,NA
36,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrOzQyoFabBMf0d6NQIn1Bvd5ElOJ7uDc8sk3jZcGf-I3Sd-f4DmprV2OnUghhnhO1Sz7WL-9LOeD9sjqlKFg_sXRUsrubFFfHEhlDQ_XZhtvzeZdoofqjWF0sEAUzjHMOKQBFkaFzJEa_2Tbudm383hunUDr8htynaptSFfpdEzL_UBWOIc9Jk&uniplatform=NZKPT&language=CHS,Shanxi Normal University (Master Thesis),Effects of adding microbial agents on yield and quality of tobacco,China,2018,Shanxi,Linfen,2020,"Tobacco Planting Base, Beiziyuan, Linfen City, Shanxi Province",110.8525,36.192,10.03480278,Microbial Inoculant,82.5,Bacillus mucilaginosus,3,3275.1,45.29783244,56916.13,115.3931106,55592.38,885.0035808,NA,NA,3,3232.65,71.48342135,54861.45,93.15276296,52487.7,970.1423463,NA,NA
36,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrOzQyoFabBMf0d6NQIn1Bvd5ElOJ7uDc8sk3jZcGf-I3Sd-f4DmprV2OnUghhnhO1Sz7WL-9LOeD9sjqlKFg_sXRUsrubFFfHEhlDQ_XZhtvzeZdoofqjWF0sEAUzjHMOKQBFkaFzJEa_2Tbudm383hunUDr8htynaptSFfpdEzL_UBWOIc9Jk&uniplatform=NZKPT&language=CHS,Shanxi Normal University (Master Thesis),Effects of adding microbial agents on yield and quality of tobacco,China,2018,Shanxi,Linfen,2020,"Tobacco Planting Base, Beiziyuan, Linfen City, Shanxi Province",110.8525,36.192,10.03480278,Microbial Inoculant,99,Bacillus mucilaginosus,3,3275.1,45.29783244,56916.13,115.3931106,55592.38,885.0035808,NA,NA,3,3657.9,80.88695249,58879.31,99.97494429,56295.56,1040.523907,NA,NA
36,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrOzQyoFabBMf0d6NQIn1Bvd5ElOJ7uDc8sk3jZcGf-I3Sd-f4DmprV2OnUghhnhO1Sz7WL-9LOeD9sjqlKFg_sXRUsrubFFfHEhlDQ_XZhtvzeZdoofqjWF0sEAUzjHMOKQBFkaFzJEa_2Tbudm383hunUDr8htynaptSFfpdEzL_UBWOIc9Jk&uniplatform=NZKPT&language=CHS,Shanxi Normal University (Master Thesis),Effects of adding microbial agents on yield and quality of tobacco,China,2018,Shanxi,Linfen,2020,"Tobacco Planting Base, Beiziyuan, Linfen City, Shanxi Province",110.8525,36.192,10.03480278,Microbial Inoculant,115.5,Bacillus mucilaginosus,3,3275.1,45.29783244,56916.13,115.3931106,55592.38,885.0035808,NA,NA,3,2892.3,63.9572795,41626.05,70.67953123,38832.3,717.7464174,NA,NA
